Name,Net cash flow / Change in cash,Average Payables,Average Receivables,Current Ratio,SG&A to Revenue,Days Payable Outstanding,Days Inventory Outstanding,EBIT per Revenue,Debt to Assets,Debt to Equity,Payout Ratio,Return on Equity,R&D to Revenue,Price-to-Earnings Ratio,Dividend Yield,cluster
"Hudson Global, Inc.",0.020457862141806674,-0.08438665284467647,-0.17179243301689798,0.3986053220090641,-0.0435103229325428,-0.07332945011939163,-0.02445951686927721,0.049803989383440064,-0.55555998851954,-0.05821902031889412,-0.05784659519570565,-0.01592587704173314,-0.04934991653516031,-0.17945286558111556,-0.20589809805734602,5
"United Bankshares, Inc.",-0.18478719686104705,-0.08448287828047209,-0.17374120506537008,-0.4843623497831652,-0.04856608439596042,-0.07541706461634984,-0.034094370282855176,0.0531192374253012,-0.3622268014339389,-0.016636075609794083,0.04794794744235063,-0.01592652603092488,-0.04934991653516031,-0.11458996573648285,0.18286176806520207,2
"Five Prime Therapeutics, Inc.",0.009686297664435082,-0.0843302735859492,-0.17208413977608944,1.4147052832085405,-0.0412858882013665,-0.07163510568863961,-0.027433079855157638,0.022505346130291454,-0.55555998851954,-0.05821902031889412,-0.05784659519570565,-0.01592994516445886,-0.008141251150721606,-0.231416720084706,-0.20589809805734602,8
Granite Construction Incorporated,0.02844260730940688,-0.06674774006601647,-0.07765687104264818,-0.12030471745386248,-0.059174155323667016,-0.0681692511035712,-0.024798141797357818,0.04892610574134812,-0.24493934246317364,-0.037548110007517566,0.044695673979697925,-0.015926792369346427,-0.04934991653516031,0.1521993917988839,-0.0911383206435961,2
"EVERTEC, Inc.",0.02271923928195017,-0.08127752707384722,-0.15704683360003047,-0.21284337028808825,-0.057438745138803426,-0.06545600469437331,-0.019685817979396898,0.051382338650069734,0.6122851218154384,0.12778994532151347,-0.04177653808612748,-0.015924676271254566,-0.04934991653516031,-0.008617883217898636,-0.1747617243404371,1
"Flexion Therapeutics, Inc.",0.0018685702487553702,-0.0838098803380312,-0.17251120065321054,0.9193405814489971,0.07383299781883296,-0.023020647438536983,0.0038783765834182102,-0.014922076143329068,0.5225592098069285,0.04697684244281966,-0.05784659519570565,-0.01593562873647138,-0.01837605730479376,-0.231416720084706,-0.20589809805734602,5
"Despegar.com, Corp.",-0.003511809382428376,-0.062130695728970425,-0.13368702177391945,-0.1929484725387182,-0.04981748567088372,-0.019234731966087104,-0.004966732990454423,0.04966745590188802,-0.473478885157495,-0.04901977108523449,-0.05784659519570565,-0.015926533897460536,-0.04758737960789553,0.17802519653670384,-0.20589809805734602,2
"Old Dominion Freight Line, Inc.",0.033969320423788994,-0.07896289564159716,-0.09337949266200556,-0.14001709320553188,-0.04743004275760318,-0.07356003021017811,-0.02654589718798497,0.050615774389744864,-0.5300102333063544,-0.05699147951567345,-0.04445488093772385,-0.015925698920890036,-0.04934991653516031,-0.07704573443194211,-0.16853444959705532,2
"Conformis, Inc.",0.01396794128991634,-0.08418064194558429,-0.17132419321739806,0.2681020936531047,-0.043477721296121964,-0.07174764449431323,-0.024374168600130152,0.04459307458235058,-0.08299010666306038,-0.02836347435484865,-0.05784659519570565,-0.015933699749549092,-0.04688026188465284,-0.231416720084706,-0.20589809805734602,5
Teekay LNG Partners L.P.,-0.021412345999075558,-0.08421678993333419,-0.16966430994446674,-0.3358631967383212,-0.05983621932482884,-0.07469990812943776,-0.03144043022497743,0.05165251426749768,0.6655976031657862,0.07204644063240359,3.5133409770006727,-0.015926881710715678,-0.04934991653516031,3.1620151297861763,0.24602412617664576,7
"Enzo Biochem, Inc.",0.013301722604806488,-0.08376260152556796,-0.1711662043275648,0.2509450258692443,-0.05019867403518902,-0.06640738338941499,-0.02561038800557651,0.04760549077479074,-0.55555998851954,-0.05821902031889412,-0.05784659519570565,-0.015927683535457336,-0.04893195475822503,-0.231416720084706,-0.20589809805734602,5
Kraton Corporation,0.013599637818490922,-0.062299869761910265,-0.13785927382545285,-0.10113990769529503,-0.05931710096028151,-0.0609755191029952,-0.02767698052721064,0.04949792827823448,0.5096837426128821,0.09837280678718964,-0.05784659519570565,-0.015926442308509668,-0.049080475767010204,-0.13534132686917885,-0.20589809805734602,1
Willis Towers Watson Public Limited Company,0.028159201955870808,-0.08448287828047209,0.24668377507193226,-0.30556454512001463,-0.046143532028072816,-0.07541706461634984,-0.015877970751372813,0.04987370059459999,-0.2712938143759871,-0.02428628525843716,0.029008237277490655,-0.015926572668243422,-0.04934991653516031,0.03377907924588407,-0.06533961099244302,2
"Codexis, Inc.",0.02127751487997473,-0.08424376496130402,-0.17144436658469348,0.18578467269011492,-0.049112788760556164,-0.07060310256867178,-0.019606916817419145,0.04705919054573465,-0.5539505551202841,-0.05813864562344515,-0.05784659519570565,-0.015928054386424046,-0.04284785077887484,-0.231416720084706,-0.20589809805734602,5
"FirstCash, Inc.",0.0014147512185832276,-0.07791101457780583,-0.1657266777575246,0.5822224516959104,-0.05161308349221656,-0.07021169286456169,-0.03243148096776408,0.04996329492400668,0.008345238744705354,-0.0254626785281903,-0.006958081015374775,-0.015926315882043744,-0.04934991653516031,-0.035986437058314065,-0.093807152676474,5
Ur-Energy Inc.,0.015314271079427032,-0.0842877444087871,-0.17373538729267196,-0.2796464214465233,-0.05548013913536635,-0.06588008864543915,-0.03400836122987083,0.05093144892478234,-0.2616372139804524,-0.03755541679801292,-0.05784659519570565,-0.015926477707920127,-0.0470642702141212,-0.03125934295173858,-0.20589809805734602,2
Varex Imaging Corporation,0.004881681632755449,-0.0799435321758714,-0.14487050805096852,0.048710652416932385,-0.057137806956457135,-0.06721842265647343,-0.021114593366836038,0.049263218362162686,0.23829303566337556,0.008608885551678516,-0.05784659519570565,-0.01592660638196767,-0.047939624124306385,0.13127066070948235,-0.20589809805734602,1
"Kadmon Holdings, Inc.",0.022979799323763296,-0.08383047417658883,-0.17347976890474848,0.2503974598761423,0.6150126389503461,0.6087121519805153,0.04481922157464735,-0.28590500194037793,-0.17331955619629125,-0.03550951545931181,-0.05784659519570565,-0.015930416594702904,0.4116684951504944,-0.231416720084706,-0.20589809805734602,5
"Cohen & Steers, Inc.",-0.015897055540554927,-0.0836443682376518,-0.16238709442340907,0.11761214277800833,-0.04942125039746111,-0.07200067994166838,-0.023041564049551638,0.05235765041767381,-0.3284287000495674,-0.04039775830070839,0.2428930449978287,-0.015924094147615916,-0.04934991653516031,-0.10094356469244664,0.7842385861403564,6
"LSB Industries, Inc.",0.012238180727974493,-0.08018351565723204,-0.1622636485589709,-0.25993404569485395,-0.058529646049808724,-0.05958802960897053,-0.02259832096690658,0.048061549942240385,0.20429375510409706,0.03440185600030321,-0.05784659519570565,-0.01592815496570138,-0.04934991653516031,-0.231416720084706,-0.20589809805734602,1
Sonoco Products Company,-0.0269544951348921,-0.04444381525944472,-0.02473831967788495,-0.24533228587880254,-0.058614911868140177,-0.06555311035533408,-0.023824485742612443,0.04951737568188981,0.052403478049332514,-0.000685351958420804,0.0414434005170452,-0.0159259669449978,-0.04934991653516031,-0.07410434931657442,0.06543315861857428,1
Green Dot Corporation,0.04085471214482934,-0.08181822410625865,-0.16681269229540574,-0.3135955130188429,-0.04308399384088557,-0.07187055940407226,-0.031532529204678486,0.049901898058573285,-0.5024486863440991,-0.053367311429974335,-0.05784659519570565,-0.015926235531000955,-0.04934991653516031,0.09219846113207156,-0.20589809805734602,2
"Roper Technologies, Inc.",-0.08017079647093528,-0.07228610488120954,-0.02325178785081786,-0.2984461872096895,-0.05213972531132256,-0.07237170426957026,-0.023167345145932192,0.05121381302796543,0.09646171735395953,-0.011557856215518126,-0.02341075853232386,-0.01592628329211031,-0.04934991653516031,0.03766736126553938,-0.15074223604453596,1
"Nautilus, Inc.",0.01773433051991644,-0.07889339143646522,-0.16569340736990726,-0.197146478485833,-0.05212467840220525,-0.054381609765860615,-0.026561827436170617,0.049244014683899134,-0.3622268014339389,-0.045417523371021465,-0.05784659519570565,-0.015926517602493816,-0.04879263416591327,-0.02591792060969839,-0.20589809805734602,2
"SiteOne Landscape Supply, Inc.",0.01476073535078849,-0.07329041707847342,-0.12781716182961544,-0.006776034884062885,-0.05436416004249887,-0.06705895556186814,-0.025290032857646014,0.04906853107758071,0.4308215060493487,0.08048578365454567,-0.05784659519570565,-0.01592559272265866,-0.04934991653516031,0.047591764624331775,-0.20589809805734602,1
MicroStrategy Incorporated,-0.08125008308963039,-0.08214812434751873,-0.14313217574931109,0.048710652416932385,-0.0465372594833092,-0.06894352856751902,-0.011648114818610316,0.04912029273218148,-0.55555998851954,-0.05821902031889412,-0.05784659519570565,-0.015926729998956567,-0.04664236540155447,0.3646220861984143,-0.20589809805734602,2
"Cohu, Inc.",0.02403315342644857,-0.08137665305028474,-0.15370615943353405,0.05017082839853754,-0.055863835317857866,-0.06523079607161082,-0.01255538888624132,0.048189097750080886,0.07030842461605302,-0.01102446050935676,-0.1033784236728438,-0.01592729976089633,-0.04770829936726046,-0.231416720084706,-0.07334610709107675,1
Ritchie Bros. Auctioneers Incorporated,0.006688004861012053,-0.07121986614124072,-0.1536188019403639,-0.2511729898052231,-0.05303250858561655,-0.05896640664603658,-0.026893094446927817,0.05030525304122515,0.16124141167400485,0.006102656411769658,0.06172228210770336,-0.015926147313422512,-0.04934991653516031,0.03846552607071455,-0.015521413045388838,1
"Otonomy, Inc.",0.01911832420172713,-0.08441072733200439,-0.17372166098521233,1.9370832406277791,0.6122741014909949,0.056679360941814624,-0.02464466135687869,-0.5809115744594461,-0.2727020686003359,-0.04468684432148536,-0.05784659519570565,-0.015930518297771045,0.5124485428551034,-0.231416720084706,-0.20589809805734602,8
Garmin Ltd.,0.11029303712674016,-0.0709001903057434,-0.06822907948265249,0.026625490695154654,-0.05648828204622641,-0.06956053992863725,-0.02299789873922216,0.051027554468744636,-0.55555998851954,-0.05821902031889412,0.05139153110868883,-0.01592603212486467,-0.0471207870581722,-0.07246275341518991,0.08945264691447541,2
"Medpace Holdings, Inc.",0.01358451051748518,-0.08327150373813333,-0.1540582255844685,-0.3749229042462587,-0.05854218514073981,-0.07314524806959287,-0.021748267207780947,0.05008670982507657,-0.3897883483961942,-0.048340239569165916,-0.05784659519570565,-0.01592627149230682,-0.04934991653516031,0.007104300600707684,-0.20589809805734602,2
"Telefónica, S.A.",0.19200103682262915,1.3700556952355367,2.033032399519429,-0.3363012495328028,-0.057975418230654316,-0.041290687134287865,-0.019932236773640682,0.050198700376336176,0.40929533433430265,0.16449195397971228,0.09893211672452423,-0.0159259259266333,-0.04934991653516031,-0.11213450039833986,0.3590046822351437,0
"Castlight Health, Inc.",0.016022167022409838,-0.08399475354719542,-0.1693097894206753,-0.11683679949755026,-0.049248210942612,-0.0695737458792914,-0.022918104626112924,0.04637242738324944,-0.5298090541314475,-0.056998786306168815,-0.05784659519570565,-0.01592811507112769,-0.04419374027441482,-0.231416720084706,-0.20589809805734602,2
Korea Electric Power Corporation,-0.2659869816337204,0.5337543927076224,1.4373499670094234,-0.5012646310546435,-0.060137157507175125,-0.06052625475792416,-0.023655860850943383,0.04880985220912235,0.2598192073784216,0.020438579363668143,-0.05784659519570565,-0.015927063202931205,-0.04934991653516031,-0.231416720084706,-0.20589809805734602,0
CONSOL Energy Inc.,0.0488298869791402,-0.07578016865197926,-0.1467393766275399,-0.32564196486708524,-0.06016474350722354,-0.06724355064591256,-0.028607953517871168,0.05023039774945342,0.0777520540876111,0.09667763139226587,-0.05784659519570565,-0.015924871810855196,-0.04934991653516031,-0.17796092558070134,-0.20589809805734602,1
Gildan Activewear Inc.,0.012113148954355635,-0.05544175895464478,-0.10536792233345804,0.2261220341819569,-0.05805817623079953,-0.06393035056185804,-0.026592866417500933,0.04973038188626455,-0.10753396600171107,-0.03297405915742151,-0.006192840200632957,-0.015925950650031075,-0.04934991653516031,-0.06246075070033881,-0.0742357177687027,5
Navigator Holdings Ltd.,0.01747932744581971,-0.08379925710793018,-0.1708394091267878,-0.2968034892303837,-0.05970330496095923,-0.07209057997479205,-0.03051327906515964,0.04992360728720795,0.3620182282311639,0.005730010096506242,-0.05784659519570565,-0.01592700251822756,-0.04934991653516031,-0.231416720084706,-0.20589809805734602,1
Mercury General Corporation,0.021638409061111624,-0.07638591030828568,-0.04610781692235137,-0.3981568598922922,-0.05698984568347022,-0.07216109031846324,-0.018133011679794902,0.04869952648283886,-0.4179534328831704,-0.04142801576055431,-4.844427891405776,-0.01592698847084246,-0.04934991653516031,-0.231416720084706,0.22467346991362253,9
"2U, Inc.",0.08447042558951652,-0.08266003351405911,-0.16948604975288853,0.8890419298306899,-0.0427203602038838,-0.06899572351534251,-0.02892789790828118,0.047762298609456265,-0.5469092839985401,-0.05785368079412606,-0.05784659519570565,-0.01592727447560315,-0.04731268145890349,-0.231416720084706,-0.20589809805734602,5
"The Container Store Group, Inc.",0.013854023451730271,-0.08127582300622009,-0.16892299843894898,-0.2789163334557208,-0.04919053112432896,-0.07054247048570815,-0.03215316595910376,0.049081567397905965,0.20992677200149235,0.02556063950091628,-0.05784659519570565,-0.01592652996419271,-0.04934991653516031,-0.10393206370256423,-0.20589809805734602,1
Acacia Research Corporation,0.01216902735194826,-0.08389178435440735,-0.17073805261806282,0.6835221604197671,-0.05764187841188718,-0.06934667689443279,-0.01779429745660114,0.04839825806685477,-0.55555998851954,-0.05821902031889412,-0.05784659519570565,-0.01592714580155561,-0.04934991653516031,-0.231416720084706,-0.20589809805734602,5
Edgewell Personal Care Company,-0.05843687829126259,-0.06773225607339928,-0.13278044916269582,-0.2592039577040514,-0.05354159567741901,-0.06521289991229183,-0.027486549768910774,0.04970318872128018,0.10450888435023847,-0.0039003397763796924,-0.05784659519570565,-0.01592663616242409,-0.048991100292697015,-0.007807708988571533,-0.20589809805734602,1
Seritage Growth Properties,0.05027068521982959,-0.07589009914230793,-0.16758591064806475,0.6147945304759216,-0.057172916411064215,-0.01860739690544957,-0.02288602982147009,0.04946855937597043,0.562191507263602,0.09133636754015692,-0.1448927378725874,-0.015927497548078578,-0.04934991653516031,-0.231416720084706,0.06899160132907814,1
American Woodmark Corporation,-0.01585445212139591,-0.08040732862451397,-0.15560884381391327,-0.1111786175688304,-0.058273848594814374,-0.06997864975916908,-0.02698524700369676,0.04954010879156415,0.4398745689201625,0.0440395126636845,-0.05784659519570565,-0.015926358586094456,-0.04934991653516031,-0.03158359740384098,-0.20589809805734602,1
Cathay General Bancorp,0.03479329524795868,-0.08448287828047209,-0.17374120506537008,-0.4924901496757737,-0.05343877513178403,-0.07541706461634984,-0.034094370282855176,0.05396061361862645,-0.4646270014615882,-0.03206801713599673,0.0008856373357288526,-0.015926249016490656,-0.04934991653516031,-0.13895339213333954,0.06721237997382623,2
"MSC Industrial Direct Co., Inc.",0.023878484491675612,-0.07482411419964527,-0.0832305699955387,-0.07449169603100124,-0.05362435367756424,-0.07108472673330206,-0.02343537335755784,0.04995981749814074,-0.08500189841213011,-0.030022115797295624,0.014851282204767028,-0.015925635426709373,-0.04934991653516031,-0.09482337738424601,0.02273184609252781,2
"Columbia Banking System, Inc.",-0.005474653868030066,-0.08448287828047209,-0.17374120506537008,-0.495729478027743,-0.04849335766856006,-0.07541706461634984,-0.034094370282855176,0.05230916752996439,-0.4793130812297972,-0.04039775830070839,0.03455623318436883,-0.015926491193409824,-0.04934991653516031,-0.08936278460254425,0.07343965471720795,2
"Greif, Inc.",-0.0002739495263430458,-0.05536870158722649,-0.0915924365140014,-0.2354760980029679,-0.0586600525954921,-0.06544785578434664,-0.026409364959981373,0.04953927526348285,0.017599480790426097,0.0018135703909926933,0.033599682165941565,-0.015925906822189556,-0.04934991653516031,-0.10867578624258087,0.11347213521037655,2
Loma Negra Compañía Industrial Argentina Sociedad Anónima,-0.00536845862632533,-0.07240319143111569,-0.15353487456925188,-0.4969206075093682,-0.05942744496047514,-0.05672108060743699,-0.02584080511554413,0.050037741644535484,-0.19062096523829086,-0.02951794725311571,-0.05784659519570565,-0.015926246768909042,-0.04934991653516031,0.02531058761505004,-0.20589809805734602,2
"Motorcar Parts of America, Inc.",0.015816559216903274,-0.07870960593004173,-0.16563350249165631,-0.2352935760052672,-0.058273848594814374,-0.0590266194924715,-0.0244626421982374,0.049844342630619314,-0.2970447487640797,-0.04014202063337075,-0.05784659519570565,-0.015926591210791756,-0.04917510862216536,-0.04149414373476571,-0.20589809805734602,2
"HC2 Holdings, Inc.",0.08604428233497068,-0.05937869902467725,0.02879909725764037,-0.1980590884743362,-0.058464442776967024,-0.05872982623243302,0.011393953358604615,0.04986826530941599,-0.3254110124259629,0.5587517555284065,-0.05784659519570565,-0.01591663667181263,-0.04934991653516031,-0.2236493940639737,-0.20589809805734602,2
Graco Inc.,0.02050725741039684,-0.08065235179523995,-0.12459120686851002,-0.06116759019885435,-0.055424967135269516,-0.07212545521352351,-0.023267212800477145,0.051132068197895265,-0.1765384229948028,-0.03125696339101165,-0.008105942237487503,-0.015924420046950296,-0.04884783666475378,-0.045206903401431145,-0.0911383206435961,2
"Boston Private Financial Holdings, Inc.",0.016649486933504938,-0.08448287828047209,-0.17226358170274694,-0.4968720686400023,-0.047334745666526866,-0.07541706461634984,-0.03323463693346428,0.05157671194555621,-0.3628303389586599,0.020613942335556804,0.039912918887561565,-0.01592636982400254,-0.04934991653516031,-0.1275379725759908,0.19798514958484356,2
"Telephone and Data Systems, Inc.",0.10873523384357782,-0.057906674648904186,-0.00529850491522495,-0.01754483274840082,-0.052919656767236686,-0.06858442627840211,-0.021437502355002563,0.04938048114490751,-0.05402030547645628,-0.019134997959207586,0.04412174336864154,-0.0159268024834637,-0.04934991653516031,0.01908785830062901,-0.030644794565030293,2
Cowen Inc.,0.06949841095940877,-0.0035304567754274093,-0.011055918221598177,-0.2268190212498605,-0.041621935838319864,0.06329331502547783,0.04203508924179953,0.04936886468430191,-0.19927166975929075,-0.003695749642509579,-0.05784659519570565,-0.015926665942880502,-0.04934991653516031,-0.13040452974087333,-0.20589809805734602,2
Meritage Homes Corporation,0.05801864181862568,-0.07474123125080248,-0.15950566068927022,1.1805112556602706,-0.058544692958926024,-0.07195820604085416,-0.032672827799581035,0.04948344289757528,0.2276305393933059,-0.0025924242777100523,-0.05784659519570565,-0.01592622654067449,-0.04934991653516031,-0.1715894641671678,-0.20589809805734602,5
"Chart Industries, Inc.",0.010778241820706422,-0.07611119285273807,-0.1381800694481349,-0.17195844280314432,-0.0570274629562635,-0.06434762191933245,-0.022383476924672,0.04979177650046564,0.021623064288565558,-0.013245724819946531,-0.05784659519570565,-0.015926409718576232,-0.04934991653516031,-0.019138138774998845,-0.20589809805734602,2
"SkyWest, Inc.",0.05983144817588475,-0.061971564818003234,-0.1640214340380877,-0.29990636319129466,-0.05188392785632822,-0.06556188812015379,-0.03279550142602405,0.05014407363247615,0.4513417818898599,0.059325318379979924,-0.04368964012298203,-0.01592616697976166,-0.04934991653516031,-0.15533978948773394,-0.12583313707100885,1
"Conn's, Inc.",0.002811402437970149,-0.07820215634473829,0.07587496858492357,0.6997666182151242,-0.05378485404148227,-0.07089913596250197,0.024322742765016142,0.049423767575734696,0.599208475446485,0.09076643788151877,-0.05784659519570565,-0.01592690081515942,-0.04934991653516031,1.2334688191207397,-0.20589809805734602,7
"EZCORP, Inc.",0.052122699071532094,-0.08015015943984999,-0.16805915009597713,0.02480027071814827,-0.04926576566991553,-0.06860342293360895,-0.031613680603507575,0.04971059322541545,0.1197985016431684,-0.017206005268432252,-0.05784659519570565,-0.015926673247520756,-0.04934991653516031,-0.09841419520567632,-0.20589809805734602,1
BlueLinx Holdings Inc.,0.015885403872500814,-0.07651324404246584,-0.14260648544441726,0.055098922336454914,-0.05843936459510483,-0.07043318076313196,-0.02934844217316396,0.04869495664357413,0.80823363817483,-3.3008338131407395,-0.05784659519570565,-0.015908554368319984,-0.04934991653516031,-0.231416720084706,-0.20589809805734602,4
"EnPro Industries, Inc.",-0.0038551064991300243,-0.07469717928980336,-0.12389925552822785,-0.04382800041729328,-0.05566320986296034,-0.06672720845624908,-0.021899765296748187,0.04919352330528242,-0.010364424521643085,-0.018616215834036942,0.1374811227671433,-0.015926840130455776,-0.04934991653516031,0.3592270833486193,-0.0635603896371911,1
Rogers Communications Inc.,0.1085637224942927,0.08096308735033615,0.12368509287913468,-0.40474699867054376,-0.06123558187273907,-0.0560815876874671,-0.024339879276681242,0.05096424916484699,0.48855992924765,0.08978732795514036,0.012440773638330302,-0.015925554513771183,-0.04934991653516031,-0.071598998678108,-0.016411023723014798,1
"Maiden Holdings, Ltd.",0.05952488879019704,-0.08448287828047209,-0.16097019406332255,-0.4531444298012487,-0.052899594221746934,-0.07541706461634984,-0.032046886915434766,0.04647874344184817,-0.458591626214379,-0.024644317992709854,-0.06760341558366383,-0.01593248998874405,-0.04934991653516031,-0.231416720084706,1.6809661491873324,6
"Aerie Pharmaceuticals, Inc.",0.01619597662376148,-0.08380676225684114,-0.17349440423919218,0.2900047333771818,0.06385438925586734,-0.02636193637001458,-0.026775457064866382,-0.040842055193534836,-0.55555998851954,-0.05821902031889412,-0.05784659519570565,-0.015932705194683826,-0.0025381975184101185,-0.231416720084706,-0.20589809805734602,5
Braskem S.A.,0.1556117256578238,0.06117670158791382,0.017893136829110173,-0.457952161000281,-0.05986129750669102,-0.06031076718217096,-0.029862139100082938,0.049792275178346064,0.7404362562311801,0.36558213520254507,-0.028021334441143308,-0.01592453579740354,-0.0493052287980037,-0.10808824826099364,-0.10181364877510772,1
Select Medical Holdings Corporation,0.03082315053502416,-0.07451636683753783,-0.0466221443899442,-0.2446021978880001,-0.06063621332623272,-0.07265605144516288,-0.025028701779506488,0.049460876254966826,0.5638009406628579,0.243726790111408,-0.05784659519570565,-0.015926004591989867,-0.04934991653516031,-0.09239377849812257,-0.20589809805734602,1
Compañía Cervecerías Unidas S.A.,0.08084338760085708,-0.05104965547279916,-0.08710845730297842,-0.5010273524576326,-0.051630638219520096,-0.058773924674795926,-0.02213018240671581,0.05125320593096075,-0.3123343660570096,-0.04161068552293833,-0.05778920213460001,-0.015925555075666585,-0.04934991653516031,-0.13442399162434215,-0.20589809805734602,2
Karyopharm Therapeutics Inc.,0.029779984206485605,-0.08412041947050647,-0.17374120506537008,0.8007012829435793,-0.02085469343823987,-0.0617598582436319,-0.034094370282855176,-0.005265340441548525,0.049788148775541816,-0.017264459592395143,-0.05784659519570565,-0.0159324416657393,0.02056667693676316,-0.231416720084706,-0.20589809805734602,5
"Genesis Energy, L.P.",0.014964182113294238,-0.0700460898569728,-0.09929998540932286,-0.2582913477155482,-0.06065878368990869,-0.07123638554756027,-0.026855554781360317,0.04945517705089494,0.5102872801376032,0.09003575883198263,-0.7058142550783398,-0.015926989032737864,-0.04934991653516031,-0.231416720084706,0.8055892424033796,6
"Avid Technology, Inc.",0.016940610297758226,-0.08196669553036677,-0.16393389473952072,-0.3101275950625306,-0.05173847440152752,-0.0663366896297625,-0.02340778116759504,0.049054056877777065,1.1244873011285916,-0.155545469717104,-0.05784659519570565,-0.015926609191444688,-0.047366569612533514,-0.231416720084706,-0.20589809805734602,4
"Holly Energy Partners, L.P.",0.013114946745449923,-0.08256384433502152,-0.16252181222244982,-0.2918753952924664,-0.06068887750814333,-0.06962515475862356,-0.026481801155767197,0.05335090657914253,0.8038076963268765,0.18464408216591816,0.23811028990569236,-0.01592461783413254,-0.04934991653516031,-0.07621800796731604,0.6134333360361706,6
Generac Holdings Inc.,0.04112854716507607,-0.06411636959566902,-0.11870616617357188,-0.13654917524921964,-0.057571659502673025,-0.05990995085844812,-0.02358806800104126,0.05034370126779776,0.28979490443956063,0.03973581306191682,-0.05784659519570565,-0.015925208386202254,-0.049025273268169696,-0.10280872064342884,-0.20589809805734602,1
"Walker & Dunlop, Inc.",-0.036774583251045635,-0.0684056165834204,-0.16536797570960635,-0.2645145620306591,-0.050956035127427184,-0.03414841641761013,-0.029562696867651762,0.05160694377585783,0.4984177088180917,0.05982218013366448,-0.020732415680727496,-0.015925963011729966,-0.04934991653516031,-0.15383491626131,-0.00039803152574737654,1
"The Bancorp, Inc.",-0.09490694869352499,-0.08448287828047209,-0.17374120506537008,-0.4339327691713389,-0.05168831803780313,-0.07541706461634984,-0.034094370282855176,0.05289185242325297,-0.5306137708310753,-0.04831101240718446,-0.05784659519570565,-0.015925743872522366,-0.04934991653516031,-0.18457904209027864,-0.20589809805734602,2
Invacare Corporation,-0.0038307175852636296,-0.07784662257555526,-0.15117315574239332,-0.13545404326301586,-0.053965416950890036,-0.06632199014897486,-0.02596137137731684,0.04868171325146629,0.02504311026198417,-0.006209285572913796,-0.06511638293575292,-0.015927656002582537,-0.04934991653516031,-0.231416720084706,-0.10003442741985577,2
Tuniu Corporation,0.025973363030592892,-0.07207930062259355,-0.1537139907147464,-0.4638841259255519,-0.04706891693878764,-0.01638271826588861,-0.003713368923283613,0.04796627030149933,-0.55555998851954,-0.05821902031889412,-0.05784659519570565,-0.01592728009455719,-0.04750063282400331,-0.231416720084706,-0.20589809805734602,2
ITT Inc.,0.06742844048505216,-0.0594439611891204,-0.06742140900729683,-0.1571741609893923,-0.05733090895679601,-0.06359944192929637,-0.0212714670216148,0.050064941241741566,-0.4948038776976341,-0.05355728798285374,-0.030871856476056583,-0.015925939974018397,-0.04887938094980551,-0.11437749130917928,-0.10715131284086353,2
Matrix Service Company,0.020827709215375537,-0.07777218745133206,-0.1208219264790196,-0.22817521809494215,-0.05929703841479174,-0.0684568735645443,-0.017372110161636437,0.04865547407771461,-0.55555998851954,-0.05821902031889412,-0.05784659519570565,-0.01592717108684879,-0.04934991653516031,-0.231416720084706,-0.20589809805734602,2
SunPower Corporation,-0.041171379596427714,-0.057926543352301324,-0.10730633147431162,-0.2234296461547255,-0.05745629986610696,-0.05737909854151895,-0.02672277294810893,0.04494857404345713,0.2131456388000039,-0.303763714915504,-0.05784659519570565,-0.01590993213585085,-0.04872823125059935,-0.231416720084706,-0.20589809805734602,1
"Choice Hotels International, Inc.",-0.049568266536327114,-0.07935798553378433,-0.13033707553218546,-0.3615987984141119,-0.05714031477464336,-0.06866546993985695,-0.017930043887609038,0.051591729335020216,0.7780567619387841,-0.3582504516394117,-0.01480179936647841,-0.015933583999095842,-0.04934991653516031,-0.05876461946711456,-0.09914481674222983,4
TOTAL SE,-1.2721712436802286,1.8230939316345096,2.749962283833236,-0.26741744760058034,-0.06123558187273907,-0.0618411115233511,-0.027979673101760413,0.04974343665810591,-0.13308372121489667,-0.02415476302952066,0.06975731066249245,-0.01592641252805325,-0.0492933996911093,-0.11852720925460378,0.2798293319264326,3
"PGT Innovations, Inc.",0.020324186196184542,-0.08050761481720828,-0.16092165202237266,0.018046956803224514,-0.0558161867723197,-0.06603017532271473,-0.026561613127899057,0.04996015905645225,0.3002562215347232,0.011290477663476043,-0.05784659519570565,-0.01592618271283297,-0.04934991653516031,-0.08925931879446601,-0.20589809805734602,1
Meredith Corporation,0.14278709712792298,-0.07499448470559987,-0.09790108378352114,-0.2011619624352471,-0.050298986762637776,-0.0671761583739236,-0.018398271742912958,0.04890148786315082,0.3761007704746521,0.15053598413357258,0.21744878790766328,-0.015926628857783832,-0.04934991653516031,0.0965957579753976,0.1543942263811711,1
Silicon Laboratories Inc.,-0.007752084470465372,-0.08158153998987819,-0.16060022008080174,0.5402423922247629,-0.05552026422634585,-0.07088213068080647,-0.028599309750918418,0.04972227948708443,-0.1161846705227109,-0.033931248712313816,-0.05784659519570565,-0.0159265288404019,-0.045742038932370006,0.14386577523929478,-0.20589809805734602,5
"World Wrestling Entertainment, Inc.",0.02376209689006004,-0.07730781089456107,-0.1606357630358793,-0.2593864797017521,-0.0563428285914257,-0.06306250474516037,-0.0285633238203197,0.049952978225694174,0.0588412116463556,-0.008795889408271626,0.013894731186339757,-0.015925199395875788,-0.04934991653516031,0.30785261443033185,-0.14896301468928402,1
